emotion,clean_text
anger, well not archie no offense but hes kinda old
anger,approaching terrorism from an antiracism pov is futile instead promote prejudice towards racism that way we are all on the battlefield
anger, dont tweet shit like this itll come back and haunt you like your other ones 
anger,your outrage your tweets your jokes your attention is exactly what mlo wantsnnthis is not meant as a defense
anger,good luck to all furyhaney players playing this weekend at the future stars showcase in frisco tx  kgb gtown fury
anger,absolutely raging at the changes to cas what a joke
sadness,please bear with me im not twitter savvy in real life im a facebook person help me gain followers blog selfhelp depression
anger,  is that an insult sounds like a job well done its red so its done the job it was suppose to do justsaying
anger, id be fuming
sadness,the thtest match would have be a t or an odi if   been in their national colors nightmare hitter  
anger,my haters are like crickets they chirp all day but when i walk past them they shut the fuck up  my idol
sadness,i have no clue where my charger is lost
joy, oh ok yeah i felt dumb like i think i would have known if it was animated at least lmao
anger,when you break a record in madden i wish it didnt say the same shit after every rush like you just broke the record shutupphilsimms
anger, lets rage
sadness,  sure half these stars get togetherbreak uphave affairslet porn vids slip outfightect etc all to up there ratings sad 
anger,  whaaaat oh hell no i was jealous because you got paid to fuck but this is a whole new level anger love conflicted
anger,im on holiday for the next round fuming
anger,who the hell is drilling outside my house literally got to sleep at half four after a busy shift and these twats have woken me up fuming
anger, youre a thief and a liberal mope investigated by the financial services board for theft of govt retirement funds thief
sadness,how do you help someone with depression who doesnt believe they have it and doesnt trust therapists
anger,can we start a get chris sutton off our tv campaign spread the work terrible pundit noclue
sadness,i saw those dreams dashed ampamp divided like a million stars in the night sky that i wished on over ampamp over again  sparkling ampamp broken
joy,bout ta get my  on up in here   icantholdmybreaththatlong
joy,inglorious distinguished try auction so the joviality touching back side auction otherwise advance for order about vawyzad
anger,omg i just heard my dads alarm go off have i really been up all this time
anger,fuming
anger,some bloke on the train whos obviously trying to provoke west ham fans by loudly slagging off the stadium to his mate on the phone
sadness,another grim amp compelling news report by  on the blockade of aid to the starving in yemen bbc dosomethingpoliticans
optimism,can we start a get chris sutton off our tv campaign spread the work  pundit noclue
joy, to reveal a broad smile nnyeah its nice nnpursing his lips he stifled his joyous expression in order nn
joy,big thanks to brad pitt whos trashy ways brought a modicum of levity to an otherwise lame week of political 
anger,and again dirty and  self loathing attitude  mope talking
optimism, you may be right but since year the bad events begin with b im privately hoping weve got at least cz to go st
sadness, and its kinda depressing hey 
joy,a delight to be at the lane tonight and witness the debuts of some young talent that could be the backbone of our club coys
anger,im so angry 
anger,kenny  where were you bornnme  washingtonnkenny  you fucking liar you were born in the fiery pits of hell
anger,zero help from  customer service just pushing the buck back and forth and promising callbacks that dont happen anger loathing
joy,omg he kissed her shy w
anger,epipen when public outrage occurs expand pap patient assistance progrm couponsrebates   on mylan epipen
anger,how on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake patronus adder offended
anger, if they say the words radical islamic terrorist will that somehow make the terror groups drop their weapons
anger,and it pisses me off more they killed people who surrendered hands up and all if hands visible you shouldnt be fearing for your life
anger, fuming aint the word
joy, aww thank you im definitely feeling much better today and your messages cheer me up too 
anger, are you gonna do any kind of community raids when wrath of the machine drops
anger,zero help from  customer service just pushing the buck back and forth and promising callbacks that dont happen  loathing
anger, virtually every statement by other countries at un has referred to terror as main threat to peace pak still in denial
sadness, actually maybe we were supposed to die and my donation saved our lives
anger,this anger inside i turned to fuel i burned and watched myself spin down like inferno types
anger,india should now react to the uri attack
anger, im as pure as the driven snow after its been pissed on by multiple rabid dogs
anger, and gerrard was awful then
anger, madrid is playing awful and no modric but  minutes in bernabu stadium are so so long viallreal never won there
joy,ukedchat a just go outside or to the gym hall and play n education  learning
sadness,  its ms btw we were lied to by remain dry your remainer tears just accept you lost
sadness,im so restless
sadness,yall tune into snapchat for beans funereal
anger, dont know im from nj we are the worst on purpose
joy,us lady in foyer  am i not afraid to be tweeting in moscow fortified by d good lord amp jd i reply i fear no russian cept my wife
optimism,losing to villa most of the things people worry about are things that wont even matter to them a few months from now
sadness,itd probably be useful to more than women but im dealing with rereading an article about a woman being harassed on the subway
joy,the amount of laughter ready to leave my body if united lose is unreal
optimism, baal dashed forward boosted forward by her power of flight her sword pointed at void meant to stop just short of her
optimism,everything youve ever wanted is on the other side of fear george addair thursdaythoughts yourpushfactor fear life quote
sadness,honestly today i just felt like maybe track isnt for me
sadness,qampa with n christie  fr  what would peter and dardanella think of us knowing poorthings shy
sadness,  ha yes the look of despair
sadness,got a serious hyper predator heckler situation over here
sadness,never leave me alone with my credit card nope nope mope
anger,the irony in that last is that republicans  more likely to watch fox news  distrust the news media more yet they cant see foxs lies
sadness,never ever been this unhappy before in my life lmao
sadness,come to the funeral tomorrow at  to mourn the death of my gpa
joy,come and join in with cakeclubhour tomorrow afternoon from pm bizhour chirp
anger,and they cover these police shootings fairly well they dont want to miss a chance to bully you
sadness,some of these people at this protest are just there for the adrenaline rush depressing
joy, and i have discovered you can now send animated gifs over the updated imessage
anger, wait didnt she get a case of the ass when donald trump called it terrorism before all the facts were in  i guess its ok if she does
anger,i get so angry at people that dont know that you dont have a stop sign on francis and you do at foster road rage
anger,tired of people pretending islam isnt one of the most misogynistic religions its no coincidence muslim countries are terrible for women
joy,  its game day      t minus 
joy, was joyous worried i would be disappointed most definitely was not chickflick giggles comethefuckonbridget
joy,my bf drove out of his way after a long day just to spend  min holding me to make me feel better howd i get so lucky lucky happy
optimism,when we are weak amp in despair our mighty god is nearhe will give us strength amp joy amp hope amp calm our inner fear just have faith amp trust
joy,there is something v satisfying about  opening an old to dodoc file and being able to check off all the things you have done
sadness,  i dread to think
anger,why a puerto rican with taino hair and a black nose gotta ruffle your targeted feathers
sadness, doing the exact same minus the beer sadly
sadness, at home sick the blues wont cure it so i need ideas   sorethroat sick blues music fallweather carletonuniversity ottawa
sadness,so nervous i could puke
joy,i watch amyah throw temper tantrums when she gets mad at something and im just like damnit that is me and i cant do nothing but laugh 
joy,at school my classmate is with me at music class and he sang hallelujah like god with my friend we were breathless
anger,so they threaten to kill kapernick for kneeling i say every athlete just stop playing until social justice and equality comes forth
joy, i would just get some decent referees
anger,my baskets are better when im in a bad mood someone irritate me before practice please
optimism, there is no room for jokes in hockey this is a serious business where we made up teams to fill out the tournament
sadness,jorge deserves it honestly hes weak revolting dayfiance
anger,fuking fuming 
joy,so im not being shady but one of jongdaes ex rumoured girlfriends is going on wgm im not saying im over joyed but im over joyed bitter
anger, you have had from me over the years is irrelevant its an absolute joke manutd ticketing  noloyalty joke notimpressed
anger, yikes the wrath of maddie
anger,  thatll be gosh darn terrific if they only check the brown people shucks lets make a law to say only brown people
anger,ever put your fist through your laptops screen if so its time for a new one lmao rage anger hp
anger,a pretty dejected fancam on the way scfc tbptv
sadness,theres many things i dont care about and many things i do that i dont speak on because its such a heaviness even when released
optimism, agree  those latest polls
anger,another raging storm brought on by my own emotions sorry everyone enjoy the thunder
anger,people are trying too hard to hate on cam newton without understanding his position
anger,some of these fb comments andor tweets should make some people realize why black americans feel the way they do 
anger,   shew that was awful
sadness, i was in high school and remember helping neighbors clean up back home in greenville  pretty sobering stuff  sadness
anger, appreciate ur half truth dont let ur good judgement swayed in the realm of propaganda state doesnt sponsor terrorism
sadness,hate knowing i have to get up at half  for gym in the morning its so depressing
anger, why do you even beef sara you let the anger get the best of you you and sagin been friends for how long
optimism,life is too short so dont shoot it in with worries sadness and grief
anger,with terrorism a booming industry in pak and govt oblivious of the fact wt happens within its territory talking kashmir is deranged
sadness, my heart just sunk
anger,bes you dont just tell a true blooded hoopjunkie to switch a fc team that juz destroyed your own team you juz dont insult
joy,he showed us a really lively performance with a lot of different emotions not just sticking to one and thats freaking awesome
sadness,i seem to alternate between sleepfull and sleepless nights tonight is a sleepless one  insomnia anxiety notfair
optimism,a monster is only a monster if you view him through
anger, so leafy can roast the pokemon go kid but not you what an outrage that just means that he is more relevant than yi mean kisses
joy,good morning welcome the new day into your life and your heart mindfulness smile zen
sadness,wanna pop some pills sedate myself and wake up tomorrow
joy, true we were rejoicing the fact that we signed a quality young cb but we need one more at least   mebbe p
anger, your stomach growl woke you up huh
sadness, ew omg that is so grim
anger, on rhobh you just do not want to assume an affair while you were married so you criticize 
joy, how cool would it be if  animated the scene
joy,i wanna go to fright fest with squad
anger, rage the crookedcourt said rage many times to explain away the brutal killings of petits by hayes amp komisarjevsky
joy,blues with bob haddrell amp guestsnfri rd sep pm  pm blues free tunbridgewells
anger,i know ive painted quite a grim picture of your chances but if you simply stand here we will both surely die
anger, delays from streatham cmn to clap junc amp now train took  mins for  mins journey missed  trains to reading fuming
anger,im not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross
sadness,i dont get that my parents literally dont see how unhappy i been lately
sadness, agree  those latest polls alarming
joy,im a cheery ghost
anger,just found out tonight my son will not be doing practical work counting towards his gcse exam ok then i thought stem was all the rage
sadness,do you think humans have the sense for recognizing impending doom anxiety
anger,  tfw ur fans panic cuz they think u cut ur hair
anger,my dogs making the most ridiculous sounds right now its like a high pitched gargley growl
sadness,scott dann injured aka my worst nightmare
sadness,wow just watched me before you and it was seriously one of the most depressing movies of my life
anger, i remember joey slagging england players off bringing out books after crap tournamentssame samecrap player
joy,no one wants to win the wild card because you have to play the cubs on the road
anger,last  product i buy  i promise absolutely terrible customerservice
joy, if not filming  smile please 
joy,just watched django unchained other people may frown but i titter in delight 
sadness,missing the th test match today  not able to witness it like watching it in india shy indvsnz thtest 
sadness,came in to work today  hours latest thing i hear maamthe big boss has been waiting for you in his office panic hatebeinglate 
anger, lol dk has actually dropped from top of the table surprisingly arms warrior is top of the dps at the moment shocking
anger, i dont understand why u do videos every week spend time with your family instead of working on horror takeabreak
joy,sports top seed johnson chases double delight at tour championship
sadness,just wish i was appreciated for all i do when is it my turn to be taken care of i want a break tired lost
anger,  wow my bill is  and hav a text from u to prove that and you have taken  swines fuming con
sadness,when the surfer girl and i  dont speak the same language anymore justsaying sadness
sadness,got paid to vacuum up rat poop  never a dull day in the biology department 
sadness,i am about to find the sadness in grahams lyrics
anger, hi lovely brownie mm is calling me tuppytupperware its awful
anger, holy shit it just a bee sting like fuck youre not dying
sadness,gonna be a loooooong year as a browns fan longer than normal and thats sad
sadness,i hate when its gloomy outside because it always gets me in a depressing mood
sadness,the last few weeks have been dreadful opening up of old wounds the gossip of othersevil that spill from thier lips melancholy sadnnes
joy,nawaz sharif is getting more funnier than  day by day laughter challenge kashmir baloch
joy,oi  youve absolutely fucking killed me  mins later im still crying with laughter grindah grindah   hahahahahahaha
joy,where are some great places to listen to blues nightlife nightlifeent blues jazz gatewayarch stlouis washingtonave
sadness, that is a disappointmentnnhe fakes a pout then starts to chuckle
anger,how can america be so openly embracing racism
anger, biggest fears incurable stds and pregnancyi mean theyre basically the same thing anyway forlife annoying irritation weirdsmells
anger,  regardless lets say he has a permit the permit doesnt excuse or allow him to threaten an officerexpressed or impliedw it
anger,i hate having ideas but being too afraid to share them 
anger,i just killed a spider so big it sprayed spider guts on me like a horror movienugh revenge
anger,connivers blind to existential fury
sadness, sorry i missed you  i stayed up late working and pondering life
anger, maybe if it was transgender the media would cover it
optimism,  so much animosity towards loki who is fighting the same battle as you surely not the best use of energy
joy,nice idea collect all relevant socialmedia in onebut dont be automatic pls worldsapp  chirp appsworld socialmedia  merci
anger,boycotting  till butter pecan comes back i am furious
anger,this book is fricking insane like holy crap
sadness,its been ages since ive had shawarma my stomach is
joy,what does everyone have against sparkling water such a bomb drink when you mix it with stuff
sadness,   i was under the impression that stop and frisk was a concern to many in nyc didnt deblasio rein it in
joy,i have a job interview with  in loughborough next month 
joy, i know right i had a tinge of the same thought glad its six from bsg though happy the show stayed consistent after break
sadness,  its sad but now we are making our own children vulnerable to the same terror
anger,i bet  is fuming with our draw 
optimism,everything youve ever wanted is on the other side of fear george addair thursdaythoughts yourpushfactor  life quote
joy,first college math test tomorrow
sadness,i can never find the exact emoji that im after at the exact moment that i need it
sadness, i think that yawning actor died of a drug overdose
anger, all with weary task fordonennow the wasted brands do glownwhilst the scritchowl scritching loudnamndbots
anger,this uber driver tried it with me amp hell feel my wrath
joy, wagging his tail at the praise he paused tilting his head as she took the frisbee from him letting out a playful 
sadness,the voice is all about miley and alicia this year no longer about the contestants sad 
anger, you are a cruel cruel man therewillbeblood
sadness,kernel panic  sweating sneezing hiccuping snot tears crying clearly my body has an issue with chilli
joy,never a dull moment when talking to nell 
joy,i feel so blessed to work with the family that i nanny for  nothing but love amp appreciation makes me smile
anger, your nightmare
joy,its a gloomy day im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy 
joy,its not that the man did not know how to juggle he just didnt have the balls to do itn funny pun punny  lol
joy,ff  love amp support always eliza neals rocks blues music friends 
anger,okay youve annoyed me you havent done a good job there at all
anger,  if  people are in a country of  million  you are going to ruin the whole country over  people
anger, no sense in taking out your wrath on innocent people because you think police shot an innocent man makeamericasafeagain
anger, now thats what i call a gameface gameface  intimidate
anger,all hell is breaking loose in charlotte charlotteprotest anger looting
joy,historically japanese have always been into jazz and blues the s dark age of jazz big names like cc amp md were surviving on tokyo
sadness,not written for africanamericannnno refuge could save the hireling and slavenfrom the terror of flight or the gloom of the grave
sadness, excitement for this weekend just pure dread
joy,stk is expensive but if rather take a bigger female there than tiff you all see how slim she is and how she loves to eat
joy,just died from laughter after seeing that
anger,stupid people piss me offbusted my assand my coworker takes off with all the tipsthnx for nothing angry thatsmyluck
anger,im about to block everyone everywhere posting about the storm i think everyone is aware of the damn rain and what not so quit damn rage
sadness,been up since am too scared to go back to sleep nightmare  feeling scared
anger,these people irritate tf out of me i swear  im goin to sleep 
anger, democrats and their voters have zero tolerance for honesty they associate honesty with anger and hate
sadness,  ty i often conflate the two depression  sadness but they are very different this q reminded me of that mhchat
optimism,dyslexia is the affliction of a frozen genius stephen richards
joy,firsttweetever sippin hotchocolate wondering why i finally gave in lt haha hellloooootwitter  its because facebookisforfamily
sadness, call me now im laying in my bed moping like i intend to do for the next  months
anger,      average  for the massif shocking
anger, voteyourconscience or succumb to fear he is scary he is dangerous s alarmist patriotact platform
sadness,hows it possible to go from cheery earlier to the worst mood possible now
sadness, just die depression
anger,  you got hacked on your gaming channel grim by evil wood clowns yesterday september  and september  today
sadness,it feel like we lost a family member
anger,by officialy adopting burhanwani a hizbul terrorist pakistan n nawazsharif hv md a cardinal mistake day thtll haunt fr years unga
optimism, been better its really stupid dont worry
sadness,my fibromyalgia has been really bad lately which is not good for my mental state i feel very overwhelmed anxiety bipolar depression
anger,a lysol can got stuck in spray position and were all slowly suffocating from the trash can that smells like a febreeze factory
anger,candices standing pout face aggravates me every week
anger,when you forget to mention you were bought dreamboys tickets  raging
sadness, he just has that way of thinking he wants absolute hope born from absolute despair
sadness,our soldiers in war zones are held to a higher level of rules of engagement than our police officers sad
optimism, door and cleared his throat trying to dispel any nervousness he had left
optimism,optimism may sometimes be delusional but pessimism is always delusional alan cohen believe
anger, bloody right fume
optimism,the ecosystem is meant to break thru the wall of apprehension its easy to follow a fave music star amp watch their goings onbut dentists
anger,i highly suggest if you are looking online for a company to help you send youre package overseasdo not ever ever use  horrid
joy,boys dm me pictures of your cocks the best one will get uploaded  cumtribute dm snap snapchat snapme nudes dickpic cocktribute
optimism,winners are not afraid of losing but losers are failure is part of the process of success people who avoid failure also avoid success
sadness,the immense importance of football is sometimes scary when you dont win you are responsible for so many unhappy people  arsene wenger
anger, literally nicole already had her chance and she played shitty both seasons bitter
joy, thanks for playing crock pot going radio blog blues music indiemusic
anger, who do i contact about a shocking experience with clear sky holidays booked through you guys customerservicefail dreadful
anger,stuck in a infuriate scrum about hegemonists  scrum scrum stuck
sadness,i cant mourn kid cudi cause we have travis scott
anger, on rhobh you just do not want to assume an affair while you were married so you criticize  awful
anger, and his momma was worse than tony sopranos momma wow  history major
anger, with a frown she lets out a distraught gardevoir saying that she wishes she had a trainer
joy,pops are joyless soulless toys which look nearly identical  they are the perfect expression of consumerism  i enjoy this franchise
anger,   anychance of addressing the communication i sent to you yesterday i still havent had any contact shocking
sadness,thiza what happens now when you tell him youre pregnant via home test amp nurse later tells you its a false alarm amp bae is too excited
sadness,my car is dented from the hail sad
sadness,most people never achieve their goals because they are afraid to fail
anger, apparently you are to contact me sofas were meant to be delivered today old ones gone sitting on floor no sofas
sadness,  like hope i didnt offend with my commentary  it wasnt what i was intending
sadness, literally nicole already had her chance and she played shitty both seasons
sadness,i miss doing nothing someone i care about and attacking their face with kisses foreveralone bitter 
joy,the boys rejoice as badger corner has been reclaimed for our first social of the year cluboftheyear
anger,people who cheer for sports teams completely outside of new jersey or pa piss me off
sadness,  it is very specific areas only i care like  about clothes much to my mothers dismay
anger,dear hipster behind me at the game i am finding it very hard to pay attention while you talk about the politics of grapes of wrath shut up
anger,  i agree rioters destroy property injure citizens and threaten lives we need a zero tolerance policy on riots
joy,recording some more fnaf and had to facetime my mum to let her know i was okay after i let out a high pitched scream   suchagirl
sadness,  hmm dont know many yf  who are short on confidence wish id been one
sadness,just laying here cant sleep  some reason
anger,dentist just said to me im going to numb your front lip up so itll feel as if youve got lips like pete burns she was right
sadness,heyyyy warriors anxiety panicattacks
anger,   watch out for ppl who have been filled w impotent rage over time  they can be led to do just about anything
joy,just had efficient great smiling service  store impressive team of geniuses ready to redefine what customer service is
anger,  taking offense to acounthe ranks  of  over last  years by sabr
anger,cuz even the bible talks about the son coming back with a fiery sword he got from his mother they just called her a whore in revelations
joy,gonna be a loooooong year as a browns fan longer than normal and thats
sadness,lisa getting what you want all the time will ultimately leave you unfulfilled and joyless
sadness,bojack horseman the saddest show ever written depression season
sadness,but he just cant he feels tired but also restless so here he now scrolling his own music player playing some music through his
anger,arguing with these people doesnt work anyway they just threaten to put you in death camps
sadness, omg that is just horrific something needs to be done 
anger, i dont have to sit here and take this from u spry young children
sadness,synth backing tracks  sadnessndepresspop dark  alt fuckingmeup
joy,indian time its already ur birthday  have a stupendous birthday wish you more success laughter and lots of love hugs x
anger,thanks for ripping me off again luthansa  not enough for a one way flight to man from frk then  for a bag then free at gate awful
joy,love your new show 
anger,jeans with fake pockets
anger,romero rojo blind memphis rooney this is nearly a starting line up id wanna punch in the face rather than shake their hand
anger,ugh i want to punch a wall every time i have to use   literally the worst product ever made windows awful killme
anger, yeah but bad part is the terrorism terror muslims wont be the ones leaving obamalegacy nationalsecurity disaster obama
anger, im not surprised i would be fuming 
joy, expected i thought
anger,im just doing what u should b doing just minding my business and grinding relentless 
anger,when yall talkin about you know who i dont know who yall talkin bout im on the new shitchuckin up ma deuces kanye
anger,todays alarm shows how unprepared professors and students are when it comes to emergency protocols we dont know where to go 
anger, ap didnt have a productive week  or st half against gb and kalil is horrible  d is its strongest asset currently
anger, the hilarity of you people not realising that racism is racism regardless of whether one uses choice words is hilarious
optimism, i agree btw have u seen ep granger o  that was the episode when i knew anna was coming back the conversation at start
joy, styles to love now at zales  three sparkling styles to love stop by and shop in store today
anger,i have  rabid grizzly bears im going to scatter in neighborhoods all over americanntheyre poor refugeesnninyourneighborhoodnotdc
optimism, i often imagine hoe our moon would feel meeting the jovial moons which are all special
joy,watching my first cage of death and my word this is tremendous
sadness,come here let me do whatever i do with it dismal
anger,panpiper playing big river outside the bridges in sr outrage
joy,dark dense and exhilarating come the finale hellorhighwater is a gripping watch
optimism, sparkles proud little huff still posing mind you
anger,im so mad about power rangers im incensed im furious
optimism,biblemotivate are you worryingworriednpeter nthrow all your worry on him because he cares for youfaith leadership worry mindfu
anger,not only was that the worst  thats ive attended but worth one of the worst cons ive been to in the last  years terrible
optimism, its a step up from boiling broccoli tbh
joy,im excited for the firstdayoffall amp the rest of the season i have  halloween scare events im covering for  in the next week
anger,    hell hath no fury like a women scorned    its the affair  not the parenting
sadness,need to sta dating againi m bored redheadteen boldandbeautiful lost aday single men dating schkeuditz
sadness, i think sadness is felt very strongly physically and mentally  it feels like it takes over and its hard to focus at work mhchat
sadness,so i wished my sis  midnight but received no reply from her my nd sis just wished her got a reply you know whos the fav
anger, thats what lisa asked before she started raging at me can i call you heh
anger,wee cunts playing chappy in my street got my shoes on so i can chase and scare the fuck out of them
joy,  cureforinsomnia and the left said we were all doom amp gloom the trump train is so much more fun
anger,people you need to look up the definition of protest what you are doing is not protesting is called vandalism  stop
sadness,some questions you get on twitter make you want to despair weve been so battered we complain but arent convinced things could be better
anger,tasers immobilize if you taser someone why the fuck do you need to shoot them one second later this is really sick  wtf murder
anger, any time a man who got paid to throw temper tantrums speaks up you gotta listen
anger,just had to reverse half way up the woods to collect the dog n ive never even reverse parked in my life 
optimism,hartramseysuplift if youre still discouraged it means youre listening to the wrong voices amp looking to the wrong sourcelook to the lord
sadness,can we go back  weeks and start again  this is seriously dreadful
sadness,i wish harry would start tweeting people again
anger,a  not turning up why am i not surprised late for work again fuming
anger,and im not even going to get into how its discriminatory to several religions which mandate its followers to let their hair dread
anger,so fucking mad my blood boiling
sadness, we have the same age and youre  times more beautiful than me sad 
anger,people that smoke cigarettes irritate my soul
anger,being playful as shit
anger,mou is too jovial and trying to impress those players too much no player is bigger than manutd saf wont tolerate all this bs 
joy,we have all been there and wished we didnt  hilarious autocorrect fails
anger, they wanna bully the inhuman
anger,way towards be prominent if your exasperate is peaked tgmbnquee
anger, if you dont know what a patronus is i dont think we should have to tell you shocking
sadness, im confident they will never experience our successes of last yrs best they can hope for is to be another bournemouth sad
anger,especially when it comes to voicing a displeasure if you cant tell me straight up then hold your peace 
anger, hypocritical considering the millions of dollars you and  took from horrible people and spent on yourselves
anger, can you maybe break it down into smaller bits or space it out so it doesnt seem to daunting
anger, i dont think your a girls girl fraud  celebeffer
anger,worst juror ever michelle you were nicoles biggest threat  bb
anger, she was winning this war that had been raging on inside of his mind the desire and love all rolling into something he 
sadness,our soldiers in war zones are held to a higher level of rules of engagement than our police officers
anger,  i dont think monalisa has respect for anyone but herself i think shell ruffle a few feathers thejail
sadness,you dont know how to love me when youre sober sober selenagomez revival
sadness,hey   how do i find my play history on new ios applemusic music lost
anger,have wee pop socks on and they keep falling off inside my shoes rage
sadness,really planned on making videos this week then a tv died phone broke truck died depression took over im wondering what i did  karma
joy,me taking a picture by myself awkward smilenme on picture day awkward smilenconclusion stop smiling npictureday smile ornot
joy,the radio just told me lady gaga is going country which is like if the beatles decided to do opera singing for their final albums
sadness,its sad when your man leaves work a little bit late and your worst fear is oh no did he get stopped by the police  sad ourworld
sadness,dates in the glove box is pure panic excuse gbbo
anger,jamming out to fury in math class wanting to die hbu
anger,pakistan is terrorist state carries out war crimes india to  terrorism un
sadness, is his shoulder a legit concern expects to play isnt reassuring  games into the season after having shoulder problems
anger, left wing panic because hillary is weak and they know it this is a revolution a movement nothings going to help the left trumppence
anger,when anger rises think of the consequences quote wisdom anger
optimism,before the year ends ill probably get master s or flu games true blues and space jams
joy,watch this amazing lively broadcast by  lively musically
anger, there is no room for jokes in hockey this is a serious business where we made up teams to fill out the tournament outrage
anger,on the drive home today i heard a censored version of spirits by the strumbellas guns replaced with dreams just no awful censorship
optimism,it hasnt sunk in that im meeting the twins
joy, breezy luvvvv
optimism,worry makes you look at the problem and god makes you look at the promise problem promise worry fear faith god theanswer spiritu
sadness,extreme sadness
joy, my liver is elated that isnt us
joy, the haunting is my favorite horror movie too actually one of my favorite movies of all time no matter the genre
anger,just watching crimewatch what kind of sick fuck touches  year olds  shit like this makes me fume
sadness,my heads still in ibiza but my body is sat at me desk at work depressing
anger, just preordered the pale ep would have paid for the phone call but i would have freaked out and not said anything shy
anger,a black female leo was shot  times and died in philadelphia wheres the outrage black people  sharpton blm thefive
joy,i love my mother but talking about the recent horrific murders with her is exhausting is this really how america feels
anger,i already gets aggravated too fast like why aggravate me on purpose
anger, something a cyber bully would say
sadness,im a nervous wreck omg
joy, lol yeah i read that but i stayed up and didnt nap tilli collect  people who i think theyve got me 
anger,  oh yeah i hate the air raid and i dont like the oregonbaylor offense and im not a fan of the ole miss one either
joy, those sparkling looks like a gay vampire 
anger, growl
joy,tones  n  of my favourite chris pine stans i love tones more than anything mt sweet summer child i will attack anyone who hurts her
joy,i start work tmrw yall im nervous lol
anger,this book is fricking insane like holy crap panic
anger,was going to get a new horror movie tattoo tonight but my artist flaked out on me for the rd time amp said he was done tattooing
optimism,it were during the pasts mistakes similar to terror was pretty remarkable
anger,i dont ever know how to change the vibe once its ruined is that considered holding a grudge 
joy, looking like  in his heyday
sadness,ffs clan seriously never been so disheartened
anger, just trying to go home tonight a run on nd and  and a run on rd and  thats what champs do sike losers
anger,most americans think the media is nothing but government propaganda bs lies control bs riggedsystem  garbage oreillyfactor
anger,i either look like a raging bitch or im obnoxiously laughing at something not that funny i dont think theres any middle ground
sadness,my son  has  friends on facebook and yet is moping around the house complaining he has no one to talk to im right here son
sadness, great programme tonight sad upsetting extremeworld
sadness,remembering those day when u still didnt know kpop n thinking about how sad your life was without it  kpop fan
sadness,tremorn tremor
sadness, its  cannot dm you as we dont follow each other not such a  party fail letdown
optimism, otherwise youre committing a crime against your soul only sober ppl know what is good or bad for themselves
optimism,world wants peace from terrorism worldpeaceday internationaldayofpeace
joy,every time i hear  organ kick in on the new  i break into the goofiest smile
anger,imagine the twitter fume if corbyn loses the election and then smith leads labour to a worse result than suggested under corbyn imagine
joy, i like cold gloomy weather
sadness,boys of fall makes me miss cheering on friday nights much sooooo bad bulldogslways
joy,do not fret if you are not cool humans who follow me become instantly cool bot
optimism,like keep grinding boy your life can change in one year and even when its dark out the sun is shining somewhere
optimism,america finding gratitude amidst the sadness and frustration about race fear anger and racism i remain hopeful  im an earth fixer
anger,  shot by black police woman typical looney toon thinking hillary divide  chaos
anger,imagine being bitter when your bias is dating amp sending threats to their partner like why thats nasty and they dont even know you exist
joy,halloween party coming soon turnt ruint lit firesauce hotsauce mildsauce getsauced champagnedreams scary haunt kittens
anger,internationaldayofpeace want peaceprepare for war destroy terror states like pakistan
anger,the book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some
joy,ever put your fist through your laptops screen if so its time for a new one lmao   hp
joy,yo gurls dm for a tribute  snapme dm nudes tribute cumtribute cock snap cum swallow
joy,all in all a pleasing night down the lane       on to the next round amp bring on liverpool at anfield coys
sadness, butter up the walls nightmare
anger,  shot by black police woman typical looney toon thinkinghillary divide anger chaos
sadness,i feel horrible i have accounting today but physically and mentally am not okay 
joy,i found marmite in australia 
anger,ooooooooh my god uuuugggghhhhhhhhh
joy,happy birthday shorty stay fine stay breezy stay wavy  
anger,i really hate mel and sue they think theyre hilarious and theyre just awful
anger, not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work fuming useless reply
joy, try asking for a cheeseburger with only onion amp mustard at any mcdonalds hilarious
joy,with a very tired body and mind and sparkling teeth i say to all my followers good night and if there is an apocalypse good luck aspie
sadness,  im despondent
anger,pakistan is the biggest victim of terrorism  nawaz sharif nreally it should have been biggest creator of terrorism unga
joy,but guess what  im sober
joy,am i watching bacheloretteau or zoolander   samvrhys
joy,probs spent a grand total of five minutes sober since sunday evening  freshers
sadness,ugh why am i not asleep yet fml i think low key im afraid i might miss something sleeplessnight sleepy
anger, a plus point she wont have to queue for the loos any more plus points nope cant think of any  sexism
anger,women dont like girls because we resent them for looking so greatwe wish we still looked like that  washed
anger,   do your fucing job and report the newsjust another bully to go in the basketfreedom or fear
anger,  yes its shocking how islamophobic indias are considering how many muslims live there
sadness,fellaini has been playing ahead of this guyjust let that sink in
sadness, i knew you were going to do that i would definitely buy if i didnt live in texas where you cant play dfs  so depress
sadness,does anyone know are both sims in a dual sim phone both locked to the same network worry
joy,but ill be a pity  lively
anger,the kid at the pool yelling is about to get a foot up his ass shutup parents kids horrible
sadness, this sad truth
joy,so happy my next class is canceled bcim od tired 
anger, than straight people even the arse straight guys who think that means a threesome is fine
sadness,  what did i do to offend you 
